mp_name,body,date,debate_title,mp_id,business,immigration,counter terrorism,syria,private housing,banking,tribunal,bbc,police force,parliamentary terms,secretary of state terms,local authority,domestic violence,airport and rail expansion,scotland,parliamentary terms+,single market (?),drugs and alcohol,middle east,care quality commission,speaker of the house,nhs,farming,law,development & climate change,fishing industry,inquiries & reports,northern ireland,construction,animal welfare,fraud terminology,legislation,bill terminology,regional stuff,elections,local services,energy,welfare reforms,european union,education,money-related terms,pensioner income,child poverty,sports & culture,investment,armed forces,economy,house of lords,employee's rights,nuclear weapons,parliamentary terms++,child care
Margaret Thatcher,"No, Sir. My right hon. Friend the Secretary of State for the Environment has replied to the leader of the city council. How housing resources within the city's allocation are to be used is a matter for the council to decide. I am delighted to be in such demand. Every hon. Member wants me to visit his constituency— The housing investment programme allocation this year

is £47 million, which is an increased share of regional resources reflecting Liverpool's needs. The Government have also allocated £17.5 million under the urban programme for 1980-81, which is a real increase on last year. In addition, we are trying to make Speke an enterprise zone—I realise that it is not in the hon. Gentleman's constituency—which will help to create new employment. Almost every hon. Member wants to bring a deputation to see me. They should go to the Minister concerned—in this case, the Secretary of State for the Environment or the Secretary of State for Employment. The youth opportunities programme in Liverpool is providing about 6,000 opportunities for youngsters. No, Sir.",1980-07-31,Oral Answers to Questions &#8212; Liverpool,19284,-inf,-1.69,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.77,-0.76,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.49,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.15,-inf,-inf,-1.07,-inf,-1.48,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
Margaret Thatcher,"The arrangements for Prime Minister's questions have been reviewed twice by Select Committees in recent years, and I am not sure how much further progress we would make by appointing another Committee now. I am very willing to answer substantive questions if they are tabled, and I hope that hon. Members will take the opportunity to put down more of them. I have never transferred a single oral question which has been put to me. I am wholly in favour of what my hon. Friend is saying. Substantive questions are the easiest to answer. No one can be sure that a particular job will exist in X years' time. It is impossible to be sure. Many jobs now are concerned with products which did not exist 10 years ago, let alone 20 years ago. Opposition Members will be aware that from 1964 to 1970, while the Labour Government were in power, the average annual number of closures in the pits was 40.",1981-02-19,"Oral Answers to Questions &#8212; Agriculture, Fisheries and Food: Parliamentary Questions",19284,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.11,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.37,-inf,-inf,-inf,-1.37,-inf,-inf,-inf,-1.07,-inf,-inf,-inf,-inf,-inf,-inf,-0.29,-inf,-inf,-inf,-inf
Tony Benn,"Is the right hon. Gentleman aware that until hon. Members have had the opportunity to read the entire report they cannot properly assess the conduct of Ministers, whether the House was misled and whether there was a cover-up? Is he aware that Iraqi pilots were trained in Britain until a few days before the invasion of Kuwait? Is he also aware that the charge against the Government is that they were an accessory to aggression and to genocide? The whole question of the arms trade, which was denounced by four bishops in a letter in The Times yesterday, is the real and on-going issue. This country subsidises the arms trade by £1 billion per year, and those weapons are often used to repress people—as is the case with Indonesia and the people of East Timor.",1996-02-15,Scott Report,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.80,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.30,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.82,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.11,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.48
Tony Benn,"Has it occurred to the Secretary of State that the policy of importing coal — including some from South Africa—of further pit closures and of the selling of profitable pits confirms almost every forecast made by Arthur Scargill since he became president of the National Union of Mineworkers? He forecast those events with clinical precision. Is it not a fact that that must be set against the problem of hypothermia, which is likely to kill many people this winter because of the lack of cheap fuel?",1987-12-14,Oral Answers to Questions &#8212; Energy: Imported Coal,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.07,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.80,-inf,-inf,-1.20,-inf,-inf,-inf,-inf,-inf,-1.35,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.76,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.96,-inf,-0.77,-inf,-inf,-inf
Tony Benn,"On a point of order, Mr. Speaker. I am not questioning your decision. Is it in order for the grave events that occurred two miles from this Chamber on Saturday and Sunday night to be raised in the House on Thursday in the debate on crime prevention? That would provide an early opportunity for those who were present to report on the brutal battering by the police.",1986-05-06,"News International Plant, Wapping",10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.70,-inf,-inf,-1.26,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.70,-inf,-inf,-inf,-inf,-inf,-0.37,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
Tony Benn,"May I draw the attention of the Leader of the House to an early-day motion that has been tabled today which expresses the grave anxiety felt across the whole spectrum of opinion about the provisions of the Police Bill? The Bill would allow the police to enter people's houses—including the houses of doctors, journalists, lawyers and others—and tap their telephones without any prior judicial authority. Those affected would be entirely free from any independent judicial opinion. He will have noticed, I hope, the statements made in The Times, The Daily Telegraph, The Independent and The Guardian, and the statements by Lord Callaghan, Lord Merlyn-Rees and Lord Browne-Wilkinson. Will he give careful consideration to the early-day motion, which has attracted wide support across the spectrum of opinion?",1997-01-16,Business of the House,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.92,-1.28,-inf,-1.28,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.72,-inf,-1.29,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.91,-inf,-inf,-inf,-inf,-inf,-inf,-1.63,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.33,-inf,-inf,-inf,-inf
Tony Benn,"Will the Foreign Secretary clarify Government policy in some important areas? First, does he rule out any United Nations appeal for a ceasefire that falls short of total agreement to the withdrawal of all Argentine forces? Secondly, does he reject General Haig's proposal published a week ago that the Argentines should be involved in the administration of the islands meanwhile? Thirdly, does he still insist upon British sovereignty subject to the islanders' veto? Fourthly, has he had assurances from President Reagan that American support would continue if British forces were used to bomb the airfields on the Argentine mainland?",1982-05-07,Orders of the Day &#8212; Falkland Islands,10037,-inf,-inf,-inf,-inf,-inf,-inf,-0.89,-inf,-inf,-1.41,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.31,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.22,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.63,-inf,-inf
Tony Benn,"Will the Secretary of State tell the House whether his Department was consulted before Mr. Bernard Ingham was offered a university appointment sponsored by British Nuclear Fuels plc? Is it right that a Government press officer should accept that post, particularly in view of Mr. Bernard Ingham's long reputation for opposing journalists who have been critical of the nuclear industry?",1990-01-29,Oral Answers to Questions &#8212; Energy: Energy Efficiency,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.55,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.20,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.84,-inf,-inf,-inf,-inf,-1.30,-inf,-inf,-inf,-inf,-inf,-inf,-inf
Tony Benn,"Is it not clear from the Prime Minister's statements yesterday and today, and from the ""Panorama"" interview last night, that the Government never had the slightest intention of using the United Nations for the purpose of negotiation, or of negotiating directly under resolution 502, and that it was always the Prime Minister's intention that there should be only a military expedition? Is it not clear, to that extent, that she has hitherto grossly misled the House and the country?",1982-04-27,Oral Answers to Questions &#8212; Prime Minister: Engagements,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.37,-inf,-inf,-inf,-0.56,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.44,-inf,-inf,-inf,-inf
Tony Benn,"I do not know whether the Foreign Secretary is coming to this point, but if so, perhaps he will allow me to anticipate it. Has he made it crystal clear to the American Administration that if arms are supplied and poured into the civil war, or if bombing is carried out by the United States, that will put at risk more lives and the humanitarian effort and will lead us into a far worse crisis? Has he made that clear to the Americans?",1993-04-29,Bosnia,10037,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.05,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.15,-inf,-inf,-inf,-inf,-inf,-inf,-inf
Tony Benn,"Is the Minister aware that the very wild fluctuations that occurred in world markets reveal a great lack of confidence in the Western economies? Is she also aware that the damage that could be done to the British economy as a by-product of, for example, American policy makes it absolutely essential that we should not join the EMS and dismantle one of our remaining defences which it may be necessary for us to use to protect our own economy from the gambling that is taking place in the world's stock markets?",1987-10-21,Oral Answers to Questions &#8212; Foreign and Commonwealth Affairs: European Community (Policies),10037,-inf,-inf,-inf,-inf,-inf,-0.29,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.28,-inf,-1.01,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-1.17,-1.10,-inf,-inf,-inf,-inf,-inf
Tony Benn,"Is the Home Secretary aware that by rejecting all concessions he has, in effect, said that after the general election pensioners, among others, will pay £5 a year more for the licence? Does he really believe that people think that commercial television costs them nothing when the consumers, many of whom are pensioners, pay for it and when all advertising budgets are tax deductible and therefore the taxpayers, many of whom are pensioners, pay for it? The Home Secretary's statement is an attack upon the group that my hon. Friend the Member for Walsall, North (Mr. Winnick) intends to protect.",1987-01-14,Television Licence Fees,10037,-inf,-inf,-1.02,-inf,-inf,-inf,-inf,-0.96,-inf,-0.92,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-0.30,-inf,-inf,-inf,-inf,-inf,-inf,-1.18,-inf,-inf,-inf
